 @RELATION matrixdomains      

   @ATTRIBUTE UFindex   NUMERIC
   @ATTRIBUTE groupName   string
   @ATTRIBUTE name   string

   @ATTRIBUTE numberOfRows   NUMERIC 
   @ATTRIBUTE numberOfColumns   NUMERIC 

   @ATTRIBUTE isSymmectric   {true, false}   
   @ATTRIBUTE numberOfConnectedComponent   NUMERIC 
   @ATTRIBUTE numberOfBlockFromDmPerm   NUMERIC
   @ATTRIBUTE normalizedAvgNNZPerRow   NUMERIC
   @ATTRIBUTE avgNNZPerRow   NUMERIC
   @ATTRIBUTE stdNNZPerRow   NUMERIC 
   @ATTRIBUTE varNNZPerRow   NUMERIC

   @ATTRIBUTE maxEig   NUMERIC
   @ATTRIBUTE isMaxEigNegative    {true, false} 

   @ATTRIBUTE isDiagonallyDominant   {true, false} 
   @ATTRIBUTE isBlockDiagonal   {true, false}   
   @ATTRIBUTE isDiagonal   {true, false}  
   %@ATTRIBUTE representation   {"coordinate"}   
   @ATTRIBUTE field   {"real","pattern"}   
   @ATTRIBUTE symmetric   {"symmetric", "general", "skew-symmetric"}      
  
   @ATTRIBUTE isSubsequentCircuitSimulationProblem   {0,1}     
   @ATTRIBUTE isCircuitSimulationProblems   {0,1} 
   @ATTRIBUTE isThermalProblem    {0,1} 
   @ATTRIBUTE isStructuralProblem    {0,1} 
   @ATTRIBUTE isOptimizationProblem    {0,1} 
   @ATTRIBUTE isComputationalFluidDynamicsProblem    {0,1} 
   @ATTRIBUTE isUndirectedGraph    {0,1} 
   @ATTRIBUTE is2D3DProblem    {0,1} 
   @ATTRIBUTE isElectromagneticsProblem    {0,1} 
   @ATTRIBUTE isModelReductionProblem    {0,1} 
   @ATTRIBUTE isDirectedGraph   {0,1}
   
   @ATTRIBUTE isSubsequentComputationalFluidDynamicsProblem   {0,1}
   @ATTRIBUTE isUndirectedRandomGraph   {0,1}
   @ATTRIBUTE isEigenvalueModelReductionProblem   {0,1}
   @ATTRIBUTE isChemicalProcessSimulationProblem   {0,1}
   @ATTRIBUTE isDirectedWeightedGraph   {0,1}
   @ATTRIBUTE isPowerNetworkProblem   {0,1}
   @ATTRIBUTE isMaterialsProblem   {0,1}
   @ATTRIBUTE isSubsequentTheoreticalQuantumChemistryProblem   {0,1}
   @ATTRIBUTE isEconomicProblem   {0,1}
            
   %@ATTRIBUTE domain {"subsequent circuit simulation problem","circuit simulation problem","thermal problem","structural problem","optimization problem","computational fluid dynamics problem","undirected graph","2D/3D problem","electromagnetics problem","model reduction problem","directed graph","subsequent computational fluid dynamics problem","undirected random graph","eigenvalue/model reduction problem","chemical process simulation problem","directed weighted graph","power network problem","materials problem","subsequent theoretical/quantum chemistry problem","economic problem"}
   @ATTRIBUTE domain {"subsequent circuit simulation problem","structural problem","optimization problem","computational fluid dynamics problem","undirected graph","2D/3D problem","directed graph","chemical process simulation problem","power network problem","economic problem", "circuit simulation problem", "subsequent computational fluid dynamics problem", "subsequent theoretical/quantum chemistry problem", "electromagnetics problem", "directed weighted graph", "materials problem", "eigenvalue/model reduction problem", "model reduction problem", "undirected random graph", "thermal problem"}


   
   
@data
789,"Nemeth","nemeth25",9506,9506,true,1,1,0.016729642310354533,159.03197980223018,25.185281386989367,634.298398541833,1.9584000583835715,true,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"subsequent theoretical/quantum chemistry problem"
819,"Simon","raefsky6",3402,3402,false,3402,3402,0.011264511901392169,38.32186948853616,28.81874406834172,830.520009676581,3.977454410478998e14,false,false,true,true,"real","general",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
219,"HB","nos3",960,960,true,1,1,0.017191840277777776,16.504166666666666,2.454589311800905,6.0250086896072395,954.1495318587905,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
309,"Bai","dw1024",2048,2048,false,1,1,0.002411365509033203,4.9384765625,0.5060687138847214,0.256105543172936,0.9788022785437305,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electromagnetics problem"
339,"Boeing","bcsstk34",588,588,true,1,1,0.06194756814290343,36.425170068027214,9.315747277083165,86.78314733048242,5.3721947247769594e7,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
849,"Chen","pkustk03",63336,63336,true,1,1,0.0007803704050976399,49.425539977264116,11.803251995198517,139.31675766215776,57.6404284647234,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
879,"Pothen","onera_dual",85567,85567,true,1,1,5.7254509499561625e-5,4.89909661434899,0.3048662999041618,0.09294346081725433,5.99143175678417,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
909,"vanHeukelum","cage8",1015,1015,false,1,1,0.010680191220364484,10.840394088669951,3.1663516674583567,10.025782882016317,0.9999999999999958,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"directed weighted graph"
1629,"Bai","rdb1250l",1250,1250,false,1,1,0.004672,5.84,0.38382008061515893,0.1473178542834271,46.36118415114809,true,false,false,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
1869,"Quaglino","viscoplastic2",32769,32769,false,1,1,0.0003551158372064838,11.636790869419269,13.957377358183901,194.80838271874464,0.0,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"materials problem"
1389,"Andrianov","net25",9520,9520,true,2,2,0.004426770708283314,42.142857142857146,32.48160560416965,1055.0547026248253,71.42609118802463,false,false,true,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1449,"Oberwolfach","t2dal",4257,4257,true,1,1,0.0020673710792857916,8.800798684519615,0.7532943445107984,0.5674523694719533,201.22181297543452,true,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"model reduction problem"
1479,"Pajek","GD01_b",18,18,false,1,5,0.11419753086419752,2.0555555555555554,0.23570226039551584,0.05555555555555556,2.094909965123041,false,false,false,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"directed graph"
1539,"Schenk_IBMNA","c-20",2921,2921,true,1,1,0.0023962051704821746,6.999315302978432,10.214681862810354,104.33972555842679,3.2793455694419254e7,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1569,"Schenk_IBMNA","c-50",22401,22401,true,3,3,0.0003591934545879325,8.046292576224277,20.459043357791767,418.5724551160034,531719.3370939145,false,false,true,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1029,"Sandia","adder_dcop_46",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1799032427622858,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1059,"Sandia","fpga_dcop_05",1220,1220,false,34,194,0.003931738779897877,4.79672131147541,4.023065867055783,16.1850589706693,12.34226204476131,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1089,"Sandia","fpga_dcop_35",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336206,16.115289339555417,2.871651522770778,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1119,"Sandia","oscil_dcop_08",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.001004291115343e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1149,"Sandia","oscil_dcop_38",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153443e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1179,"HB","lock2232",2232,2232,true,25,3,0.016129032258064516,36.0,11.236107513608678,126.25011205737337,41.355261524371734,false,false,true,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1239,"GHS_indef","laser",3002,3002,true,1,1002,0.0009986679988158017,2.9980013324450367,0.8183964473793832,0.6697727450831955,1.0,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"materials problem"
1269,"DNVS","m_t1",97578,97578,true,1,1,0.0010243769093910896,99.95665006456373,28.55784112673913,815.550289820073,1.5868260406038796e12,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
2229,"TSOPF","TSOPF_FS_b39_c7",28216,28216,true,2,2,0.000917021584634199,25.87468103203856,264.4407231859555,69928.89607911115,48493.79845139449,true,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"power network problem"
2349,"Rommes","xingo3012",20944,20944,false,2576,6781,0.00016957895214478596,3.551661573720397,2.686469429451893,7.217117995379579,300158.60566123726,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"eigenvalue/model reduction problem"
2409,"AG-Monien","3elt",4720,4720,true,1,1,0.0012318658431485204,5.814406779661017,0.670799913256028,0.44997252362429463,6.0301852447243025,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
1299,"GHS_indef","bratu3d",27792,27792,true,285,3460,0.00022500914764801044,6.253454231433506,1.6732756296981317,2.799851332941679,11.937233905580012,false,false,true,false,"real","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
939,"ND","nd24k",72000,72000,true,1,1,0.00553928125,398.82825,76.94407371320452,5920.39047958305,2830.1591834484348,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
999,"Sandia","adder_dcop_16",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.2829258296313493,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
2469,"DIMACS10","delaunay_n14",16384,16384,true,1,1,0.0003659874200820923,5.996337890625,1.3482301313863372,1.8177244871780198,6.679474442457029,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected graph"
2499,"DIMACS10","rgg_n_2_15_s0",32768,32768,true,6,60,0.00029847025871276855,9.7802734375,3.155137507192207,9.954892689291055,17.358999270792108,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"undirected random graph"
2559,"CPM","cz148",148,148,false,2,2,0.06971329437545655,10.317567567567568,7.421275870065824,55.075335539621264,191.9841179421048,true,false,true,false,"real","general",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
40,"HB","bcsstk18",11948,11948,true,792,792,0.0010443788948628972,12.478239035821895,7.624820490715624,58.137887515636855,7.237674071296626e10,false,false,true,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
70,"HB","bcsstm20",485,485,true,485,485,0.002061855670103093,1.0,0.0,0.0,9.559110123069997e7,false,true,true,true,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
310,"Bai","dw256A",512,512,false,1,1,0.00946044921875,4.84375,0.6672371987921948,0.4452054794520548,2.2997045252906774,true,false,false,false,"real","general",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electromagnetics problem"
370,"Bomhof","circuit_1",2624,2624,false,6,60,0.005202765978212374,13.652057926829269,72.88005104950685,5311.501840978724,1.0948384413886032,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
400,"DRIVCAV","cavity21",4562,4562,false,322,322,0.00632980912215179,28.876589215256466,16.726225292198023,279.7666125253649,15.51326369558563,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"subsequent computational fluid dynamics problem"
430,"FIDAP","ex33",1733,1733,true,2,2,0.007388233366818844,12.803808424697056,4.227323340340293,17.870262623785813,1.516585588162659e11,false,false,true,false,"real","symmetric",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
460,"Grund","bayer09",3083,3083,false,2,1872,0.0012379944678996252,3.8167369445345445,3.4889022338587266,12.172438797424412,17.620362038547615,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chemical process simulation problem"
550,"Hollinger","g7jac040sc",11790,11790,false,317,597,0.0007725167818790956,9.107972858354538,14.493868794647875,210.07223263646745,1242.6243339061043,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
580,"Hollinger","mark3jac020",9129,9129,false,321,321,0.0006345555838857511,5.792857925293022,3.8371097014196014,14.723410860728423,2024.3660304286427,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
760,"Nasa","nasa4704",4704,4704,true,1,1,0.004734174707297885,22.26955782312925,6.456715671735365,41.68917726563306,3.045059457507713e8,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
340,"Boeing","bcsstk35",30237,30237,true,1,1,0.0015861323407194705,47.95988358633463,14.233033917299979,202.57925449101157,9.78625830268849e9,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
250,"HB","sstmodel",3345,3345,true,616,616,0.0020331530227164565,6.800896860986547,3.9643822906722797,15.716326946595991,13.124841934682376,false,false,true,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
100,"HB","can_292",292,292,true,1,1,0.029789829236254457,8.698630136986301,5.408876328241285,29.255943134208923,13.163921745323828,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
130,"HB","dwt_592",592,592,true,1,1,0.014563550036523008,8.621621621621621,1.6075347350117983,2.5841679242694524,10.871998991867084,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
160,"HB","gre_1107",1107,1107,false,1,1,0.004621979372458585,5.116531165311653,1.4032922667651038,1.9692291859627429,0.9999465256522276,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"directed weighted graph"
190,"HB","lns_511",511,511,false,98,135,0.010707679581496701,5.471624266144814,3.4400577263336785,11.833997160508037,985536.5565810541,true,false,true,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
220,"HB","nos4",100,100,true,1,1,0.0594,5.94,1.455189251463794,2.1175757575757572,1.2827460373549342,false,true,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
790,"Nemeth","nemeth26",9506,9506,true,1,1,0.01672966444305343,159.0321901956659,25.184955283362072,634.2819726249471,1.9583995867592932,true,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"subsequent theoretical/quantum chemistry problem"
850,"Chen","pkustk04",55590,55590,true,1,1,0.0013651525261030013,75.88882892606584,110.88891817184165,12296.352173321393,178.22506266818667,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
910,"vanHeukelum","cage9",3534,3534,false,1,1,0.0033304091965862224,11.76966610073571,3.752403068359322,14.080528787432455,0.999999999999996,false,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"directed weighted graph"
1270,"GHS_psdef","oilpan",73752,73752,true,17459,17459,0.00039500216678532186,29.132199804751057,18.806960611950934,353.7017674594739,7.323522614910051e7,false,false,true,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1300,"GHS_indef","cont-201",80595,80595,true,1,1,6.755312915744705e-5,5.444444444444445,0.6402199847750596,0.40988162890537755,7.3235226148438e7,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1000,"Sandia","adder_dcop_17",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.2624368448379055,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1030,"Sandia","adder_dcop_47",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1798577912362764,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1060,"Sandia","fpga_dcop_06",1220,1220,false,34,193,0.0039371136791185165,4.80327868852459,4.0205365843330565,16.164714425960522,8.782506387874815,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1090,"Sandia","fpga_dcop_36",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336206,16.115289339555417,2.8716515227707755,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1120,"Sandia","oscil_dcop_09",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153438e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1150,"Sandia","oscil_dcop_39",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009454,2.102477367593649,2.0010042911153438e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1180,"HB","lock3491",3491,3491,true,76,3,0.013165088506427421,45.959323975938126,12.956132997012272,167.8613822362702,54.97935717044546,false,false,true,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1240,"GHS_indef","mario001",38434,38434,true,312,312,0.00013871908661686327,5.331529375032523,1.9948523032005974,3.979435711584728,3.0590946300465673,false,false,true,false,"real","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
880,"Pothen","pwt",36519,36519,true,57,57,0.0002445244933416349,8.929789972343164,0.7916810591531613,0.6267588994218714,10.90527426279338,false,false,true,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1330,"MathWorks","Kuu",7102,7102,true,1,1,0.006744860523342492,47.901999436778375,19.95498310549167,398.201350740458,74.62543925319372,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1390,"Andrianov","net4-1",88343,88343,true,97,97,0.00031286200139439834,27.639167789185333,85.30302625725881,7276.606288646586,146.01620479473627,false,false,true,false,"pattern","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1450,"Oberwolfach","t3dh",79171,79171,true,1,1,0.0006943318760478372,54.97094895858332,14.524163827290016,210.95133488195978,6.001716122833125,true,false,false,false,"real","symmetric",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"model reduction problem"
1540,"Schenk_IBMNA","c-21",3509,3509,true,7,7,0.0026106382310000236,9.160729552579083,13.475106366922317,181.57849159987035,11944.566130026165,false,false,true,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1570,"Schenk_IBMNA","c-51",23196,23196,true,2,2,0.0003773744698714637,8.753578203138472,18.198556913205486,331.1874737231792,10606.946557983198,false,false,true,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1630,"Bai","rdb200",200,200,false,1,1,0.027999999999999997,5.6,0.5671049640066687,0.321608040201005,33.38667997036423,true,false,false,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
