 @RELATION matrixdomains

   @ATTRIBUTE UFindex   NUMERIC
   @ATTRIBUTE groupName   string
   @ATTRIBUTE name   string

   @ATTRIBUTE numberOfRows   NUMERIC
   @ATTRIBUTE numberOfColumns   NUMERIC
   @ATTRIBUTE isSymmectric   {true, false}
   @ATTRIBUTE numberOfConnectedComponent   NUMERIC
   @ATTRIBUTE numberOfBlockFromDmPerm   NUMERIC
   @ATTRIBUTE normalizedAvgNNZPerRow   NUMERIC
   @ATTRIBUTE avgNNZPerRow   NUMERIC
   @ATTRIBUTE stdNNZPerRow   NUMERIC
   @ATTRIBUTE varNNZPerRow   NUMERIC

   @ATTRIBUTE maxEig   NUMERIC
   @ATTRIBUTE isMaxEigNegative    {true, false}
   @ATTRIBUTE isDiagonallyDominant   {true, false}
   @ATTRIBUTE isBlockDiagonal   {true, false}
   @ATTRIBUTE isDiagonal   {true, false}
   %@ATTRIBUTE representation   {"coordinate"}
   @ATTRIBUTE field   {"real","pattern" ,"integer", "complex"}  
   @ATTRIBUTE symmetric   {"symmetric", "general", "skew-symmetric" , "hermitian"}

   @ATTRIBUTE isSubsequentCircuitSimulationProblem   {0,1}
   @ATTRIBUTE isCircuitSimulationProblems   {0,1}
   @ATTRIBUTE isThermalProblem    {0,1}
   @ATTRIBUTE isStructuralProblem    {0,1}
   @ATTRIBUTE isOptimizationProblem    {0,1}
   @ATTRIBUTE isComputationalFluidDynamicsProblem    {0,1}
   @ATTRIBUTE isUndirectedGraph    {0,1}
   @ATTRIBUTE is2D3DProblem    {0,1}
   @ATTRIBUTE isElectromagneticsProblem    {0,1}
   @ATTRIBUTE isModelReductionProblem    {0,1}
   @ATTRIBUTE isDirectedGraph   {0,1}
   @ATTRIBUTE isSubsequentComputationalFluidDynamicsProblem   {0,1}
   @ATTRIBUTE isUndirectedRandomGraph   {0,1}
   @ATTRIBUTE isEigenvalueModelReductionProblem   {0,1}
   @ATTRIBUTE isChemicalProcessSimulationProblem   {0,1}
   @ATTRIBUTE isDirectedWeightedGraph   {0,1}
   @ATTRIBUTE isPowerNetworkProblem   {0,1}
   @ATTRIBUTE isMaterialsProblem   {0,1}
   @ATTRIBUTE isSubsequentTheoreticalQuantumChemistryProblem   {0,1}
   @ATTRIBUTE isEconomicProblem   {0,1}

   @ATTRIBUTE domain {"subsequent circuit simulation problem","structural problem","optimization problem","computational fluid dynamics problem","undirected graph","2D/3D problem","directed graph","chemical process simulation problem","power network problem","economic problem", "circuit simulation problem", "subsequent computational fluid dynamics problem", "subsequent theoretical/quantum chemistry problem", "electromagnetics problem", "directed weighted graph", "materials problem", "eigenvalue/model reduction problem", "model reduction problem", "undirected random graph", "thermal problem", "undirected weighted graph"}

@data
1231,"GHS_indef","d_pretok",182730,182730,true,1,1,4.916620442847859e-5,8.984140535215893,2.749468587280495,7.559577512442201,25610.83771052341,false,false,false,false,"real","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
1278,"DNVS","ship_003",121728,121728,true,1,1,0.0002549001852296437,31.02848974763407,14.373164796622856,206.58786627087852,4.2426246051984737e18,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1372,"Rajat","rajat23",110355,110355,false,1410,6052,4.560935220448087e-5,5.033220062525486,19.262322406571954,371.0370644947239,844728.1420484481,false,false,true,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1466,"Pajek","Erdos972",5488,5488,true,754,50,0.0004704805183214477,2.581997084548105,5.94922782405932,35.39331170256159,9.564028005526962,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected graph"
1560,"Schenk_IBMNA","c-41",9769,9769,true,8,8,0.0010649839734765288,10.40382843689221,17.988928415504105,323.601545538131,36266.59389733623,false,false,true,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1607,"Cylshell","s3rmq4m1",5489,5489,true,1,1,0.008727204487645026,47.90362543268355,7.7081894120005465,59.41618401127734,9441.384775066545,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
2312,"SNAP","p2p-Gnutella09",8114,8114,false,5491,385,0.00039511219497317284,3.2059403500123245,4.783528912506845,22.88214885678892,4.5360597495343145,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"directed graph"
58,"HB","bcsstm03",112,112,true,112,74,0.005739795918367347,0.6428571428571429,0.48131095111188904,0.23166023166023123,84.61999999999931,false,false,true,true,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
106,"HB","can_73",73,73,true,1,1,0.0707449802964909,5.164383561643835,2.1795367667244814,4.750380517503807,5.087054271455149,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
250,"HB","sstmodel",3345,3345,true,616,616,0.0020331530227164565,6.800896860986547,3.96438229067226,15.716326946595837,11.93655679232345,false,false,true,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
298,"Bai","bwm200",200,200,false,1,1,0.0199,3.98,0.14035131799278378,0.019698492462311513,1235.5069195635315,true,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chemical process simulation problem"
346,"Boeing","bcsstm36",23052,23052,true,10881,3,0.0006033293098081007,13.907947249696338,14.035102692545339,196.98410759029343,0.9415474027171682,false,false,true,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
433,"FIDAP","ex37",3565,3565,false,1652,1652,0.005318262915323318,18.95960729312763,20.326295792184357,413.15830063137156,179.53865734973405,false,false,true,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
574,"Hollinger","jan99jac080",27534,27534,false,3594,3614,0.00019925970777156363,5.486416793782233,6.3855770018791675,40.775593646928144,866281.1176088199,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
809,"Shyy","shyy161",76480,76480,false,321,25761,5.637737489277148e-5,4.311741631799163,1.2531603689775614,1.5704109103759778,59.15769806864105,false,false,true,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
856,"Chen","pkustk10",80676,80676,true,1,1,0.0006620429525794852,53.41097724230254,6.5692918300124,43.155595147867665,60.26382798128779,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
997,"Sandia","adder_dcop_14",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.4315678427277134,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1044,"Sandia","adder_dcop_61",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1742990296310063,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1091,"Sandia","fpga_dcop_37",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336214,16.115289339555478,2.871651522770792,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1138,"Sandia","oscil_dcop_27",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009463,2.102477367593651,2.0010042911153447e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1185,"Rajat","rajat01",6833,6833,false,66,507,0.0009263247552376919,6.329577052539149,27.312271179427434,745.9601569785825,42.12684436707156,false,false,true,false,"pattern","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1232,"GHS_indef","darcy003",389874,389874,true,920,920,1.3799618720875352e-5,5.380112549182557,1.9699939554357135,3.8808761844532484,3.0590393068103876,false,false,true,false,"real","symmetric",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2D/3D problem"
1279,"DNVS","shipsec1",140874,140874,true,3,3,0.00017979788360389384,25.32884705481494,10.651347643759921,113.45120662823003,2.2025137622283863e13,false,false,true,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1326,"Morandini","rotor1",100,100,false,1,48,0.0708,7.08,7.077750027695626,50.09454545454544,40003.125735032205,false,false,false,false,"real","general",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1373,"Rajat","rajat24",358172,358172,false,1178,3497,1.51767228491582e-5,5.435877176328691,180.11262747953563,32440.558577581975,844727.3686710183,false,false,true,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1467,"Pajek","Erdos981",485,485,true,44,173,0.011741949197576788,5.6948453608247425,6.8279985562307095,46.62156428388866,7.1806707215664,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected graph"
1561,"Schenk_IBMNA","c-42",10471,10471,true,1,1,0.0010058659996415055,10.532422882246204,41.3404838021561,1709.035600996331,11085.348840092302,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1608,"Cylshell","s1rmt3m1",5489,5489,true,1,1,0.007223941249397883,39.65221351794498,5.2183216768898015,27.230881123497987,1.3085895267347388e6,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
2219,"TSOPF","TSOPF_RS_b2383",38120,38120,false,378,378,0.011128474420535361,424.21744491080796,484.243850595013,234492.10683908526,16642.39136230587,true,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"power network problem"
2313,"SNAP","p2p-Gnutella24",26518,26518,false,20167,643,9.295875717624285e-5,2.465080322799608,4.365098477087338,19.054084714670196,NaN,false,false,true,false,"pattern","general",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"directed graph"
59,"HB","bcsstm04",132,132,true,132,68,0.003787878787878788,0.5,0.5019047688023743,0.25190839694656486,0.28261668295200054,false,false,true,true,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
107,"HB","can_838",838,838,true,1,1,0.014254304771560882,11.94510739856802,6.22703426385462,38.77595572321944,14.951517877260786,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
251,"HB","steam1",240,240,false,1,1,0.03902777777777778,9.366666666666667,2.644749541916965,6.994700139469997,2.1711984315566715e7,true,false,false,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
299,"Bai","bwm2000",2000,2000,false,1,1,0.001999,3.998,0.04468778915150793,0.0019969984992496297,121823.93017370508,true,false,false,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"chemical process simulation problem"
347,"Boeing","bcsstm37",25503,25503,true,25068,13572,2.3869815768333877e-5,0.6087519115398189,0.7002281402583793,0.49031944840970854,0.0002341769917999984,false,false,true,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
434,"FIDAP","ex4",1601,1601,true,1,1,0.012425478922643991,19.89319175515303,7.87871879615158,62.074209868832206,2.1633844049954134,false,false,false,false,"real","symmetric",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
575,"Hollinger","jan99jac080sc",27534,27534,false,3594,3614,0.00019925970777156363,5.486416793782233,6.3855770018791675,40.775593646928144,511.9999828983129,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
810,"Shyy","shyy41",4720,4720,false,81,1641,0.0008996157713300775,4.246186440677966,1.2698878880166624,1.6126152481314195,146.2427918075135,false,false,true,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
857,"Chen","pkustk11",87804,87804,true,2,2,0.0006768121528420422,59.42681426814268,25.032296419212244,626.6158640193062,79.32756116045081,false,false,true,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
998,"Sandia","adder_dcop_15",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.338513766691385,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1045,"Sandia","adder_dcop_62",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.174299029630989,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1092,"Sandia","fpga_dcop_38",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336214,16.115289339555478,2.8716515227707817,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1139,"Sandia","oscil_dcop_28",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009463,2.102477367593651,2.001004291115345e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1186,"Rajat","rajat02",1960,1960,true,10,58,0.002912067888379842,5.70765306122449,17.069378969946126,291.36369841963904,15.952314603408423,false,false,true,false,"pattern","symmetric",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1233,"GHS_indef","dawson5",51537,51537,true,307,307,0.000380554693216995,19.61264722432427,5.323190093691882,28.336352773579385,6.3655413875945674,false,false,true,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1280,"DNVS","shipsec5",179860,179860,true,36,36,0.0001421532635270926,25.567685977982876,10.883753258587914,118.45608499382304,7.406959604693687e12,false,false,true,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1327,"Morandini","rotor2",791,791,false,7,36,0.017077392473161243,13.508217446270544,10.558318850321863,111.47809694506199,65258.39997701446,false,false,true,false,"real","general",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1374,"Rajat","rajat25",87190,87190,false,1178,3495,7.977918090248819e-5,6.9559467828879455,101.97709573746538,10399.328055048178,769162.4968322585,false,false,true,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1468,"Pajek","Erdos982",5822,5822,true,877,50,0.00043515864733692934,2.5334936447956027,5.948339830079643,35.38274673411192,9.668803717218596,false,false,true,false,"pattern","symmetric",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected graph"
1562,"Schenk_IBMNA","c-43",11125,11125,true,9,9,0.0009991384926145688,11.115415730337078,72.60383319982216,5271.3165953075995,28067.488029629785,false,false,true,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1609,"Cylshell","s2rmt3m1",5489,5489,true,1,1,0.007224936963809863,39.65767899435234,5.213338235667524,27.178895559472974,130296.4513892252,false,false,false,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
1891,"Marini","eurqsa",7245,7245,true,3,3,0.0008790622599246237,6.368806073153899,4.146352008317896,17.192234976881853,3.256389165534051e6,true,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
2220,"TSOPF","TSOPF_FS_b300",29214,29214,true,2,2,0.005155640994343908,150.61689600876292,676.2856443586206,457362.2727655547,5441.017572513406,true,false,true,false,"real","symmetric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"power network problem"
2408,"Arenas","email",1133,1133,true,1,413,0.008492711240806769,9.62224183583407,9.343764549641199,87.30593595913159,12.339635243033456,false,false,false,false,"pattern","symmetric",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"undirected graph"
60,"HB","bcsstm05",153,153,true,153,153,0.006535947712418301,1.0,0.0,0.0,1.6822824956060007,false,true,true,true,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
108,"HB","can_96",96,96,true,1,1,0.08333333333333333,8.0,1.4216373066218218,2.0210526315789474,7.740938811152406,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
252,"HB","steam2",600,600,false,151,151,0.015722222222222224,9.433333333333334,4.529505077743533,20.516416249304445,4.6856039745652e9,true,false,true,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
348,"Boeing","bcsstm38",8032,8032,true,6656,3825,0.00016252532201869812,1.3054033864541832,1.9484658515935096,3.7965191748260203,0.49843603439999884,false,false,true,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
435,"FIDAP","ex40",7740,7740,false,1,1,0.007614860218069159,58.939018087855295,26.15842579899186,684.2632402813629,7.249826672804881,false,false,false,false,"real","general",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"computational fluid dynamics problem"
576,"Hollinger","jan99jac100",34454,34454,false,4430,4450,0.00016024556213788376,5.521100597898648,6.438143344033391,41.44968971832146,980453.1257337563,false,false,true,false,"real","general",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"economic problem"
858,"Chen","pkustk12",94653,94653,true,1,1,0.0008385040005906632,79.36691916790804,148.3918222726421,22020.132917395393,200.68073478610032,false,false,false,false,"pattern","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
999,"Sandia","adder_dcop_16",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.2829258296313517,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1046,"Sandia","adder_dcop_63",1813,1813,false,6,469,0.003421389127795242,6.202978488692774,30.78564091403568,947.7556864879476,1.1742990296309648,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1093,"Sandia","fpga_dcop_39",1220,1220,false,34,188,0.003958613276001075,4.829508196721312,4.014385300336214,16.115289339555478,2.871651522770781,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1140,"Sandia","oscil_dcop_29",430,430,false,9,31,0.008350459707950243,3.5906976744186045,1.4499921957009463,2.102477367593651,2.0010042911153443e6,false,false,true,false,"real","general",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"subsequent circuit simulation problem"
1187,"Rajat","rajat03",7602,7602,false,1,103,0.0005650246016622414,4.295317021836359,1.1208993610982583,1.2564153777104838,NaN,false,false,false,false,"real","general",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"circuit simulation problem"
1234,"GHS_indef","dtoc",24993,24993,true,1,2,0.00011201792125369703,2.79966390589365,0.9799510111976855,0.9603039843473662,6.131481699918295e-62,false,false,false,false,"real","symmetric",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"optimization problem"
1281,"DNVS","shipsec8",114919,114919,true,49,49,0.0002501483268132596,28.746795569052985,12.884389230283745,166.00748583745175,3.8521975856535957e12,false,false,true,false,"real","symmetric",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"structural problem"
